All Iterations
Op ID,Op Name,Direction,Op Type,No. Calls,TC Eligible,Using TC,Total CPU Time (ns),Avg. CPU Time (ns),Min CPU Time (ns),Max CPU Time (ns),Total GPU Time (ns),Avg. GPU Time (ns),Min GPU Time (ns),Max GPU Time (ns),Total CPU Overhead (ns),Avg. CPU Overhead (ns),Min CPU Overhead (ns),Max CPU Overhead (ns),Total GPU Idle (ns),Avg. GPU Idle (ns),Min GPU Idle (ns),Max GPU Idle (ns),Data Type,Stack Trace
"COPY__453","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4740,4740.0,4740,4740,0,0.0,0,0,4740,4740.0,4740,4740,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__454","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,5330,5330.0,5330,5330,0,0.0,0,0,5330,5330.0,5330,5330,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__455","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4050,4050.0,4050,4050,0,0.0,0,0,4050,4050.0,4050,4050,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__456","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,44099,44099.0,44099,44099,0,0.0,0,0,44099,44099.0,44099,44099,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__457","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,5910,5910.0,5910,5910,0,0.0,0,0,5910,5910.0,5910,5910,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__458","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4750,4750.0,4750,4750,0,0.0,0,0,4750,4750.0,4750,4750,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__459","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4150,4150.0,4150,4150,0,0.0,0,0,4150,4150.0,4150,4150,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__46","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,5390,5390.0,5390,5390,0,0.0,0,0,5390,5390.0,5390,5390,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__460","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4350,4350.0,4350,4350,0,0.0,0,0,4350,4350.0,4350,4350,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__461","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4430,4430.0,4430,4430,0,0.0,0,0,4430,4430.0,4430,4430,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__462","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,39799,39799.0,39799,39799,0,0.0,0,0,39799,39799.0,39799,39799,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__463","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,6130,6130.0,6130,6130,0,0.0,0,0,6130,6130.0,6130,6130,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__464","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4850,4850.0,4850,4850,0,0.0,0,0,4850,4850.0,4850,4850,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__465","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4740,4740.0,4740,4740,0,0.0,0,0,4740,4740.0,4740,4740,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__466","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4670,4670.0,4670,4670,0,0.0,0,0,4670,4670.0,4670,4670,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__467","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4050,4050.0,4050,4050,0,0.0,0,0,4050,4050.0,4050,4050,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__468","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,46670,46670.0,46670,46670,0,0.0,0,0,46670,46670.0,46670,46670,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__469","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,5940,5940.0,5940,5940,0,0.0,0,0,5940,5940.0,5940,5940,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__47","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4220,4220.0,4220,4220,0,0.0,0,0,4220,4220.0,4220,4220,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__470","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4700,4700.0,4700,4700,0,0.0,0,0,4700,4700.0,4700,4700,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__471","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4510,4510.0,4510,4510,0,0.0,0,0,4510,4510.0,4510,4510,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__472","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4400,4400.0,4400,4400,0,0.0,0,0,4400,4400.0,4400,4400,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__473","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,3840,3840.0,3840,3840,0,0.0,0,0,3840,3840.0,3840,3840,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__474","/module/tumor_predict/load_model/densenet121_tumor::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,38969,38969.0,38969,38969,0,0.0,0,0,38969,38969.0,38969,38969,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:132
../stroke/brain-ct-pipeline/src/tumor_predict.py:83
../stroke/brain-ct-pipeline/src/tumor_predict.py:56
../stroke/brain-ct-pipeline/src/tumor_predict.py:30
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
