All Iterations
Op ID,Op Name,Direction,Op Type,No. Calls,TC Eligible,Using TC,Total CPU Time (ns),Avg. CPU Time (ns),Min CPU Time (ns),Max CPU Time (ns),Total GPU Time (ns),Avg. GPU Time (ns),Min GPU Time (ns),Max GPU Time (ns),Total CPU Overhead (ns),Avg. CPU Overhead (ns),Min CPU Overhead (ns),Max CPU Overhead (ns),Total GPU Idle (ns),Avg. GPU Idle (ns),Min GPU Idle (ns),Max GPU Idle (ns),Data Type,Stack Trace
"COPY__256","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4460,4460.0,4460,4460,0,0.0,0,0,4460,4460.0,4460,4460,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__257","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4090,4090.0,4090,4090,0,0.0,0,0,4090,4090.0,4090,4090,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__258","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,65569,65569.0,65569,65569,0,0.0,0,0,65569,65569.0,65569,65569,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__259","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,5580,5580.0,5580,5580,0,0.0,0,0,5580,5580.0,5580,5580,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__26","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4430,4430.0,4430,4430,0,0.0,0,0,4430,4430.0,4430,4430,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__260","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4730,4730.0,4730,4730,0,0.0,0,0,4730,4730.0,4730,4730,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__261","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4650,4650.0,4650,4650,0,0.0,0,0,4650,4650.0,4650,4650,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__262","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4760,4760.0,4760,4760,0,0.0,0,0,4760,4760.0,4760,4760,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__263","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,3860,3860.0,3860,3860,0,0.0,0,0,3860,3860.0,3860,3860,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__264","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,77789,77789.0,77789,77789,0,0.0,0,0,77789,77789.0,77789,77789,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__265","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,5640,5640.0,5640,5640,0,0.0,0,0,5640,5640.0,5640,5640,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__266","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4700,4700.0,4700,4700,0,0.0,0,0,4700,4700.0,4700,4700,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__267","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4710,4710.0,4710,4710,0,0.0,0,0,4710,4710.0,4710,4710,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__268","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4590,4590.0,4590,4590,0,0.0,0,0,4590,4590.0,4590,4590,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__269","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,3960,3960.0,3960,3960,0,0.0,0,0,3960,3960.0,3960,3960,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__27","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4260,4260.0,4260,4260,0,0.0,0,0,4260,4260.0,4260,4260,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__270","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,75779,75779.0,75779,75779,0,0.0,0,0,75779,75779.0,75779,75779,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__271","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,6060,6060.0,6060,6060,0,0.0,0,0,6060,6060.0,6060,6060,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__272","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,5120,5120.0,5120,5120,0,0.0,0,0,5120,5120.0,5120,5120,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__273","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4760,4760.0,4760,4760,0,0.0,0,0,4760,4760.0,4760,4760,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__274","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4720,4720.0,4720,4720,0,0.0,0,0,4720,4720.0,4720,4720,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__275","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,4090,4090.0,4090,4090,0,0.0,0,0,4090,4090.0,4090,4090,0,0.0,0,0,,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__276","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,66710,66710.0,66710,66710,0,0.0,0,0,66710,66710.0,66710,66710,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
"COPY__277","/module/tumor_predict/load_model/densenet121_change_avg::__init__/densenet121/_densenet/_load_state_dict/DenseNet::load_state_dict/load/BatchNorm2d::_load_from_state_dict/copy_",fprop,"copy_",1,no,no,5560,5560.0,5560,5560,0,0.0,0,0,5560,5560.0,5560,5560,0,0.0,0,0,float32,"../stroke/brain-ct-pipeline/src/tumor_predict.py:141
../stroke/brain-ct-pipeline/src/tumor_predict.py:104
../stroke/brain-ct-pipeline/src/tumor_predict.py:61
../stroke/brain-ct-pipeline/src/tumor_predict.py:35
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:268
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:253
/opt/conda/lib/python3.8/site-packages/torchvision/models/densenet.py:239
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1399
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1397
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1393
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/batchnorm.py:106
/opt/conda/lib/python3.8/site-packages/torch/nn/modules/module.py:1338"
